provider,plz,base_day,agg_k,scale,p_keep,noise_sigma,b2c_scale,b2b_scale,seed,is_baseline,actual_cost_eur,actual_distance_km,actual_duration_h,actual_n_routes,n_vehicles_planned,solve_time_s,vroom_status,n_parcels,n_stops,area_km2,hub_dist_km,parcels_per_stop,load_factor,min_vehicles,parcels_per_km2,ch_area_km2,ch_perimeter_km,mean_nn_dist_km,mean_inter_stop_dist_km,stop_density_ch,centroid_hub_dist_km,max_hub_dist_km,coord_std_x,coord_std_y,aspect_ratio,b2c_share,demand_std,max_stop_demand,demand_cap_ratio,provider_idx,day_idx,delivery_frequency
DPD,30453,2,3,1.0,1.0,0.2,1.0,1.0,42,False,1155.49,285.78,7.984444444444445,4,4,18.2603,OK,858.0,129.0,9.157258958740023,18.23,6.651162790697675,3.7304347826086954,4,93.69615993889671,10.44310128851111,13.93386391202924,0.113003653797603,1.8524497231241652,12.352652381330271,18.74993853425643,20.111284788264015,1.028354409120323,1.206171323062382,1.0708763907136776,0.8123543123543123,6.830904650032839,46.0,0.9326086956521739,2.0,2.0,3.0
FedEx,30890,2,2,1.0,0.9,0.0,1.0,1.0,42,False,980.27,273.42,8.505277777777778,3,3,17.4447,OK,500.0,126.0,102.53407734275534,20.22,3.9682539682539684,2.1739130434782608,3,4.876427554212815,60.17879047855047,29.844822365006298,0.22448686644696325,3.5558369074223184,2.0937609247050286,21.941803961740888,23.9176666843173,1.9884703570734303,2.228968806864934,1.1299060578772124,0.14,5.702876617399143,49.0,0.7246376811594203,3.0,2.0,2.0
FedEx,30989,2,1,1.0,1.0,0.2,1.0,1.0,456,False,377.93,93.421,4.231944444444444,1,1,8.066,OK,163.0,70.0,43.13135688268341,16.61,2.3285714285714287,0.7086956521739131,1,3.7791530751828035,22.016521747762685,19.820858390095204,0.23801316525208602,1.7326655325850795,3.17943046599145,17.22825308750345,20.0845742210468,1.0677695221495342,1.0972622832767127,1.6173856178748638,0.12883435582822086,2.136227840787378,10.0,0.7086956521739131,3.0,2.0,1.0
Hermes,30657,2,1,0.7,0.9,0.0,1.0,1.0,42,False,547.51,70.456,3.9369444444444444,2,2,19.9965,OK,249.0,91.0,12.670949194485747,6.89,2.7362637362637363,1.0826086956521739,2,19.651250760942357,6.462441218036293,10.68006444808143,0.11956698342635183,1.693638359515737,14.081365993090097,7.01737875035061,8.071400108302388,0.5855911010370651,1.2644863987743595,1.9348758154867018,0.9718875502008032,3.4285009854696353,28.0,0.5413043478260869,5.0,2.0,1.0
Hermes,30827,2,2,1.3,0.9,0.0,1.0,1.0,42,False,997.28,96.556,5.639444444444444,4,4,42.4071,OK,913.0,116.0,10.610683695060029,5.18,7.870689655172414,3.9695652173913043,4,86.04535072749945,6.932218128053898,10.213515643804854,0.11543533992386255,1.256244637914997,16.73346075631423,5.556282835778594,7.06460464819097,0.7408200873934968,0.6698712366646491,1.041420091242647,0.9737130339539978,7.268887611635129,39.0,0.9923913043478261,5.0,2.0,2.0
GLS,30179,2,2,0.7,1.0,0.0,1.0,1.0,123,False,587.2,142.145,4.262777777777778,2,2,41.8517,OK,283.0,81.0,8.305970462175056,15.58,3.493827160493827,1.2304347826086957,2,34.071876524093945,4.712507533950218,8.803678838450313,0.13160228141334884,1.1302683284279218,17.188301433250434,15.171310212631376,16.588230526865413,0.8067819085887584,0.4415816075261123,1.752354252734421,0.8939929328621908,4.03418557506681,24.0,0.6152173913043478,4.0,2.0,2.0
UPS,30449,1,1,0.7,1.0,0.2,1.0,1.0,42,False,871.05,155.033,6.753888888888889,3,3,23.1686,OK,587.0,148.0,12.461078026502008,12.33,3.9662162162162162,2.5521739130434784,3,47.10667879228253,11.06218236874556,12.475181729855514,0.11907737593220648,1.6272896544922237,13.378915214609957,11.174734942048877,13.994185698394075,0.7425836648717693,1.091404425712001,1.321557701105118,0.19080068143100512,4.905065694439174,41.0,0.8507246376811595,6.0,1.0,1.0
Amazon,30938,4,3,1.3,1.0,0.0,1.0,1.0,42,False,3814.59,1034.077,26.45388888888889,13,13,94.4972,OK,2973.0,327.0,153.22446344831192,24.95,9.091743119266056,12.92608695652174,13,19.40290690593868,70.71239027701887,31.699526088584246,0.11359799643030458,4.030713569622972,4.624366376514261,22.95425014472884,27.715443782959664,2.30603598131859,2.5673981610898697,1.016594767273355,0.9986545576858392,11.028077553003154,155.0,0.994314381270903,0.0,4.0,3.0
DPD,30989,5,1,0.7,0.9,0.0,1.0,1.0,42,False,393.4,112.997,4.4494444444444445,1,1,11.209,OK,118.0,99.0,43.13135688268341,25.63,1.1919191919191918,0.5130434782608696,1,2.7358286065740542,22.9611086568564,20.03726469231927,0.1356472270645376,2.4195746269476843,4.311638496185491,25.036349796710983,28.209467314365423,1.1382940460589759,1.734623324773201,1.715752890410088,0.7542372881355932,0.7202239785848843,6.0,0.5130434782608696,2.0,5.0,1.0
DHL,30519,5,2,1.0,1.0,0.2,1.0,1.0,123,False,3861.36,332.261,14.34,17,17,34.624,OK,3753.0,237.0,13.714884737746763,5.03,15.835443037974683,16.317391304347826,17,273.6442975470886,9.483174070584834,11.822976100507603,0.09268306202484412,1.4652092302681452,24.991632362326136,4.978031709437201,7.3941819945048675,0.8955700052484249,0.7335933365207498,1.0095401440994998,0.8811617372768452,32.45253478286793,442.0,0.959846547314578,1.0,5.0,2.0
DHL,30161,3,1,0.7,0.9,0.2,1.0,1.0,42,False,1431.99,37.848,2.5883333333333334,7,7,4.0761,OK,1418.0,79.0,1.79798433827919,1.04,17.949367088607595,6.165217391304348,7,788.6609298038355,1.5992541881053781,4.757878681119809,0.08515749177669468,0.7133710621230763,49.39802602211133,0.9593015219739491,1.7977877594782188,0.38047636783405964,0.4032206169841495,1.2253513301453007,0.8307475317348378,21.02072439355511,134.0,0.8807453416149068,1.0,3.0,1.0
DHL,30177,1,3,1.0,1.0,0.2,1.0,1.0,123,False,3163.02,136.111,7.574166666666667,15,15,7.2408,OK,3392.0,77.0,3.576189607493106,2.83,44.05194805194805,14.747826086956522,15,948.4955699476399,1.5727603885422532,5.20599256482596,0.08589411301685625,0.8069950519684742,48.95850668732133,2.937370764299287,3.899964690805206,0.4978634369244926,0.40502247002609526,1.1810239402283453,0.9059551886792453,80.62384940951213,648.0,0.9831884057971014,1.0,1.0,3.0
DPD,30655,4,2,0.7,1.0,0.2,1.0,1.0,42,False,539.02,83.983,3.5547222222222223,2,2,13.3286,OK,302.0,108.0,4.462508901721823,10.23,2.7962962962962963,1.3130434782608695,2,67.67493503116054,4.246014069108293,8.65543779885109,0.09563789967116519,1.2923396231996456,25.43561991133042,10.240543601792634,11.802913312160278,0.9704924071702778,0.3944069977170876,1.814862707343399,0.8079470198675497,3.0814837072641534,20.0,0.6565217391304348,2.0,4.0,2.0
UPS,31535,5,3,1.3,0.9,0.2,1.0,1.0,42,False,2074.03,546.004,20.171944444444446,6,6,64.397,OK,1356.0,243.0,357.6158854957556,20.99,5.580246913580247,5.895652173913043,6,3.791777868369032,301.8209164428703,71.74075482861042,0.3175584565321646,7.125047271420303,0.8051131871968716,19.27818959929,31.320882000292222,4.039056884020865,4.715359731439863,1.031108536765954,0.18141592920353983,7.07083070456463,51.0,0.9826086956521739,6.0,5.0,3.0
Amazon,30455,4,3,0.7,1.0,0.2,1.0,1.0,123,False,1316.24,174.591,8.4,5,5,27.1869,OK,947.0,151.0,6.967819653017212,9.84,6.271523178807947,4.1173913043478265,5,135.91052110396242,4.293195722139615,8.102904364798215,0.0894619876952064,1.1304320506459706,35.171934794704775,9.731740906603294,10.909669602625172,0.49401482732550667,0.7442057215081985,1.3182191748297325,0.9989440337909187,6.259227651436645,39.0,0.8234782608695652,0.0,4.0,3.0
FedEx,30853,2,3,1.0,0.9,0.2,1.0,1.0,42,False,1886.0,141.599,8.821666666666667,8,8,27.1723,OK,1611.0,131.0,12.833286131520444,4.82,12.297709923664122,7.004347826086956,8,125.53292925053283,9.53405263484586,11.806151037821323,0.13783779336500132,1.6519928211418764,13.740222024914162,4.630671237828106,6.320667240978453,0.8109093006120706,1.019643202951976,1.2445041394763343,0.13097454996896338,22.05499533400611,134.0,0.8755434782608695,3.0,2.0,3.0
Hermes,30159,3,3,1.3,0.9,0.2,1.0,1.0,456,False,2773.3,309.645,15.885833333333334,11,11,23.1286,OK,2471.0,179.0,6.211813374113817,9.13,13.804469273743017,10.743478260869566,11,397.7904439784486,4.876386430478934,8.565499934229877,0.08299682031555257,1.1845075612731313,36.707509249306874,9.127968918708456,10.600590507779271,0.7622937737962069,0.5530130709967128,1.2044808719480362,0.9348441926345609,17.563000154842566,120.0,0.9766798418972332,5.0,3.0,3.0
DPD,30173,2,3,0.7,1.0,0.2,1.0,1.0,123,False,765.47,126.111,4.134166666666666,3,3,5.3075,OK,665.0,81.0,4.775461708125837,13.13,8.209876543209877,2.891304347826087,3,139.25355089089047,2.665157453593152,6.805438249246734,0.10011962739548272,0.933449859688571,30.392200614937853,13.147888203199528,14.350641062107789,0.5561586720733948,0.5121400581469898,1.0290605785027098,0.7984962406015037,11.090777004009217,56.0,0.9637681159420289,2.0,2.0,3.0
UPS,30659,3,2,1.0,0.9,0.0,1.0,1.0,123,False,1056.23,152.767,6.668055555555555,4,4,13.5658,OK,773.0,109.0,26.058024802089417,10.16,7.091743119266055,3.360869565217391,4,29.664566131582557,14.695941013428696,15.639046230386528,0.15989518582926276,2.4199091589316106,7.417013983684282,8.532132873798336,12.164076271008588,1.3964152889530415,1.4054292370718984,1.1312547394072483,0.20051746442432083,10.45351552683556,64.0,0.8402173913043478,6.0,3.0,2.0
GLS,30629,3,2,1.3,0.9,0.0,1.0,1.0,42,False,554.52,92.834,3.8894444444444445,2,2,24.7834,OK,445.0,95.0,14.669809711755617,12.94,4.684210526315789,1.934782608695652,2,30.334408471801805,4.751934883223122,8.743297443466767,0.11768187840609205,1.1360011143344018,19.991856440499834,12.221886281497802,13.32586325690604,0.7053481045737999,0.5565333030599773,1.1946783142080715,0.9168539325842696,4.096887542345535,21.0,0.967391304347826,4.0,3.0,2.0
FedEx,30900,2,2,0.7,1.0,0.0,1.0,1.0,123,False,760.39,178.537,8.679722222222223,2,2,19.7748,OK,437.0,163.0,173.55971997363926,10.92,2.6809815950920246,1.9,2,2.517865320745924,120.89154921616525,41.7119091475083,0.26959330043728286,4.846950982931204,1.3483159166778562,9.602338717581882,16.93586149230384,3.0383213247340914,2.7341528904404853,1.044580281086369,0.12128146453089245,3.9095690714981153,33.0,0.95,3.0,2.0,2.0
Amazon,30539,5,1,0.7,1.0,0.2,1.0,1.0,42,False,658.06,180.631,5.814166666666667,2,2,12.7076,OK,287.0,118.0,19.21423828970633,21.37,2.4322033898305087,1.2478260869565216,2,14.936839840992027,8.407184295327442,11.429463582178123,0.11689598781119535,1.3311360926087912,14.035614761720192,20.040473342659507,22.199618535270464,0.6949556579011029,0.8262684093308772,1.4980117181975912,0.9895470383275261,2.2791568971929967,15.0,0.6239130434782608,0.0,5.0,1.0
Amazon,30827,4,2,1.3,1.0,0.0,1.0,1.0,456,False,1419.69,104.455,6.779166666666667,6,6,7.0071,OK,1274.0,134.0,10.610683695060029,3.78,9.507462686567164,5.539130434782609,6,120.06766355622595,7.678705466024947,10.664851325382035,0.12213115802081226,1.2930939974370212,17.450858167811464,3.359360923532918,5.319589283238754,0.757879870674345,0.6945954776555975,1.0680950567173875,0.9984301412872841,9.303944171378614,44.0,0.9231884057971015,0.0,4.0,2.0
FedEx,30989,4,1,1.3,1.0,0.0,1.0,1.0,123,False,361.29,89.01,3.8175,1,1,3.1444,OK,174.0,60.0,43.13135688268341,16.61,2.9,0.7565217391304347,1,4.034187945287164,19.384569875813916,19.21904013923379,0.22483713104971767,1.7099607802459222,3.0952453618721694,17.146972984888446,20.071070961213884,0.9879803150747217,1.1294484283114083,1.604214075987697,0.10919540229885058,2.4474476501040834,12.0,0.7565217391304347,3.0,4.0,1.0
Hermes,30627,2,1,1.0,1.0,0.2,1.0,1.0,456,False,299.37,45.887,2.5644444444444443,1,1,14.3586,OK,220.0,62.0,3.3903855235675273,11.3,3.5483870967741935,0.9565217391304348,1,64.88937569804905,2.3554852840700593,6.46658125744007,0.10177314458929332,1.0037696485005103,26.32153994733084,11.02729111379897,12.358435055859143,0.6085733506131905,0.5283248438083373,1.0923963991868264,0.9590909090909091,3.275901350255789,19.0,0.9565217391304348,5.0,2.0,1.0
UPS,30938,4,3,1.3,1.0,0.0,1.0,1.0,456,False,2638.73,553.908,14.756388888888889,10,10,19.2967,OK,2091.0,165.0,153.22446344831192,13.43,12.672727272727272,9.091304347826087,10,13.646645926780282,79.89134537957511,34.20905597028221,0.1880772582728449,3.328740550018946,2.065305061719284,10.520131484177902,18.963526528403815,2.116358856607479,2.0478072546956585,1.4190632400779584,0.17120994739359158,80.15403077910518,1028.0,0.9091304347826087,6.0,4.0,3.0
DHL,30827,3,2,0.7,1.0,0.2,1.0,1.0,123,False,2148.24,105.911,5.984166666666667,10,10,17.0009,OK,2089.0,153.0,10.610683695060029,3.25,13.65359477124183,9.082608695652175,10,196.8770401640157,7.685471741475538,10.568408011117366,0.11201043254798633,1.2995200575550956,19.907691439982507,2.9327880281980687,4.852887269980448,0.7524510201557898,0.7007251413060006,1.0044223233607892,0.8836764001914792,16.155017133413622,89.0,0.9082608695652173,1.0,3.0,2.0
UPS,30916,2,1,0.7,0.9,0.0,1.0,1.0,123,False,898.5,128.212,7.806666666666667,3,3,16.3672,OK,506.0,140.0,59.876286869182046,7.96,3.6142857142857143,2.2,3,8.450757828479091,40.6897468879035,24.76885732444923,0.17416012189812688,4.001153778323427,3.440670210745893,7.412582609182935,12.601493467182497,2.4830697431995215,2.011368478567051,1.2432935491373656,0.1976284584980237,7.955757766086966,57.0,0.7333333333333333,6.0,2.0,1.0
GLS,30539,2,3,1.3,1.0,0.0,1.0,1.0,42,False,982.36,100.659,5.180555555555555,4,4,6.8787,OK,920.0,130.0,19.21423828970633,5.29,7.076923076923077,4.0,4,47.88115907216956,6.442586089986011,9.939961212766244,0.10041670261051017,1.279382825510367,20.178232496119005,6.296835217323014,7.924986990044369,0.7005910606686585,0.763736672576431,1.0164407365591737,0.8673913043478261,7.179688641862044,40.0,1.0,4.0,2.0,3.0
DPD,30655,5,1,1.3,0.9,0.0,1.0,1.0,123,False,517.56,77.057,3.033611111111111,2,2,2.9473,OK,236.0,76.0,4.462508901721823,10.23,3.1052631578947367,1.0260869565217392,2,52.885048567396986,4.112725595164088,8.373852620087044,0.11359207303132605,1.2696830663528857,18.4792294650934,10.362665228336711,11.802913312160278,0.9417849573401297,0.4020925112511099,1.984832049043385,0.7796610169491526,3.295047908638296,23.0,0.5130434782608696,2.0,5.0,1.0
DHL,30161,1,1,1.0,0.9,0.0,1.0,1.0,123,False,1833.51,46.012,3.145277777777778,9,9,62.1617,OK,1936.0,78.0,1.79798433827919,1.04,24.82051282051282,8.417391304347825,9,1076.7613258816823,1.6464025246888472,4.815810744949262,0.08979210079113366,0.7152218204283428,47.3760206452193,0.9760129357665591,1.8270923709513334,0.4001710734599609,0.3854821273610423,1.1573601955365138,0.8274793388429752,25.044956291326425,144.0,0.9352657004830918,1.0,1.0,1.0
DPD,30657,3,2,1.3,1.0,0.0,1.0,1.0,42,False,1024.77,166.737,5.642777777777778,4,4,9.2107,OK,850.0,118.0,12.670949194485747,12.26,7.203389830508475,3.6956521739130435,4,67.08258291887954,6.312857311832641,10.693739239895606,0.10056416154054433,1.6522059214429152,18.692011267041337,11.9744333959629,13.016131187232661,0.561018383670398,1.256790196273808,1.9293048213253987,0.6517647058823529,22.471661748286177,243.0,0.9239130434782609,2.0,3.0,2.0
DHL,30916,1,3,0.7,1.0,0.2,1.0,1.0,123,False,6610.99,1030.623,30.611944444444443,27,27,99.3318,OK,6006.0,348.0,59.876286869182046,11.0,17.25862068965517,26.11304347826087,27,100.30682118151269,41.8904925350603,25.247750306558018,0.1008457009616491,3.921419371522457,8.30737427373863,10.66692332330026,14.98347791066256,2.601030172407699,1.8166003085396973,1.284030988343207,0.870962370962371,33.327128336461485,381.0,0.9671497584541063,1.0,1.0,3.0
GLS,31311,4,1,1.3,0.9,0.0,1.0,1.0,42,False,793.32,238.499,8.944722222222222,2,2,213.1125,OK,243.0,144.0,139.34872865781722,30.96,1.6875,1.0565217391304347,2,1.7438264585585663,82.81951854383064,38.65751740065442,0.21593209203133107,6.1542922333304295,1.7387205640876886,30.116619337154102,36.376890771686476,4.060462015982678,2.9734922653840896,1.3614252902789963,0.9876543209876543,1.181270208527903,6.0,0.5282608695652173,4.0,4.0,1.0
DPD,31535,2,1,0.7,1.0,0.2,1.0,1.0,123,False,1763.29,598.873,21.475555555555555,4,3,544.9154000000001,OK,556.0,402.0,357.6158854957556,38.17,1.3830845771144278,2.417391304347826,3,1.5547407778858273,306.03480129229007,71.4231399391538,0.19949751544319208,8.58025897051536,1.3135760975630177,36.93639405217212,47.37511016602378,4.863450103225648,5.236624737685744,1.0302395248221379,0.9100719424460432,0.8624346180775978,9.0,0.8057971014492754,2.0,2.0,1.0
Hermes,31311,0,2,1.3,0.9,0.0,1.0,1.0,42,False,1462.23,424.169,15.005833333333333,4,4,207.8206,OK,890.0,257.0,139.34872865781722,32.49,3.463035019455253,3.869565217391304,4,6.386854107477877,89.71966600720117,38.940004976428334,0.12966889507602414,6.171402969310189,2.864477894727923,31.62597445240252,39.31397138932139,3.987609146110578,3.096339375358223,1.3775459990788617,1.0,3.0596526039959824,26.0,0.967391304347826,5.0,0.0,2.0
GLS,30627,5,1,0.7,1.0,0.0,1.0,1.0,123,False,290.39,50.111,2.2694444444444444,1,1,11.4751,OK,68.0,46.0,3.3903855235675273,11.43,1.4782608695652173,0.2956521739130435,1,20.056716124851523,2.1523867970326283,6.095468996823931,0.12715141237524502,0.9837778162514513,21.371623382664097,11.755335654507597,12.770440258754352,0.5977119645233925,0.511231405216439,1.021177516433938,0.8382352941176471,1.1930802377401948,8.0,0.2956521739130435,4.0,5.0,1.0
FedEx,30449,0,3,1.0,1.0,0.2,1.0,1.0,123,False,2665.59,465.966,16.454722222222223,10,10,31.8116,OK,2076.0,180.0,12.461078026502008,12.7,11.533333333333333,9.02608695652174,10,166.59874816486973,11.545776556930859,12.939798731128697,0.10233971645412057,1.7404345437516904,15.590116360943007,11.64492180275642,14.507619502089739,0.7467604232410672,1.2032368637439015,1.4422255975168359,0.1315028901734104,18.854530843628368,161.0,0.9026086956521739,3.0,0.0,3.0
Hermes,30827,1,2,0.7,1.0,0.0,1.0,1.0,123,False,781.68,83.434,5.046944444444445,3,3,7.5405,OK,479.0,124.0,10.610683695060029,5.18,3.8629032258064515,2.082608695652174,3,45.14317962592797,6.775625429554481,10.033828672531508,0.11633125580219966,1.268878148260748,18.30089359118445,5.51900900027325,7.049313700273541,0.7526341723182207,0.6707325096231113,1.0045553606368185,0.964509394572025,3.450887397372512,17.0,0.6942028985507246,5.0,1.0,2.0
Amazon,30519,1,3,1.3,0.9,0.2,1.0,1.0,123,False,4631.35,857.795,30.035,17,17,60.5744,OK,3710.0,214.0,13.714884737746763,17.38,17.33644859813084,16.130434782608695,17,270.50901782565916,8.510320081105489,11.47715697597621,0.09161610112155529,1.4616930985143974,25.145940218526004,17.221108460502382,19.904219068593353,0.897273707789849,0.7256914357411016,1.0821593676795525,0.9881401617250674,34.628723403899926,447.0,0.948849104859335,0.0,1.0,3.0
GLS,30179,4,2,1.3,1.0,0.2,1.0,1.0,456,False,586.56,131.786,4.357222222222222,2,2,5.5324,OK,389.0,77.0,8.305970462175056,15.58,5.0519480519480515,1.691304347826087,2,46.83378080520333,5.234912072464262,9.336596621938119,0.13910357625445643,1.1519063982676636,14.708938552191064,15.158232451708145,16.73042738208446,0.8345036657201713,0.4496890397843442,1.7119692370507724,0.9048843187660668,6.040762194740436,39.0,0.8456521739130435,4.0,4.0,2.0
Hermes,30982,3,3,1.0,0.9,0.2,1.0,1.0,42,False,1302.95,320.674,11.702222222222222,4,4,25.4287,OK,728.0,175.0,66.6831619829418,23.78,4.16,3.1652173913043478,4,10.9172987355673,35.44577632710125,24.270870706172943,0.11487862672493794,4.149224311599974,4.9371185549742895,23.273461527949095,29.134481328110432,1.2434341600381158,3.3355489925768245,2.0722265430551094,0.9903846153846154,3.8718913798223804,22.0,0.7913043478260869,5.0,3.0,3.0
DPD,30659,5,3,0.7,0.9,0.0,1.0,1.0,123,False,536.04,80.216,3.5125,2,2,15.4718,OK,421.0,101.0,11.3882150903338,8.73,4.1683168316831685,1.8304347826086957,2,36.9680407913388,4.8076756580319735,8.739940081841906,0.12261046271440024,1.1778533195836265,21.00807275367333,10.421904908990042,11.463145719135168,0.6564424377174525,0.661793256415948,1.2861982885604233,0.7767220902612827,4.831967204766038,27.0,0.9152173913043479,2.0,5.0,3.0
UPS,30625,4,2,1.0,0.9,0.0,1.0,1.0,123,False,1065.86,178.626,6.655277777777778,4,4,11.3118,OK,719.0,100.0,12.254281076148747,10.42,7.19,3.126086956521739,4,58.67337263868,7.594019842712765,10.793804841587686,0.13575099926373074,1.5686219957648964,13.16825634791568,10.167907456587416,11.224681458423738,0.9665404793884781,0.7959581330911577,1.236294741059749,0.19610570236439498,12.995149094950778,107.0,0.7815217391304348,6.0,4.0,2.0
FedEx,30625,3,2,1.0,0.9,0.2,1.0,1.0,42,False,1090.07,192.28,7.18,4,4,16.9193,OK,728.0,101.0,12.254281076148747,12.66,7.207920792079208,3.1652173913043478,4,59.40780984834359,7.648043280950269,10.84105534927941,0.1327877587078995,1.5758128611130267,13.205992211311173,12.479928095925498,13.93812941747868,1.0085022162249082,0.762499302614197,1.2894796137190654,0.1401098901098901,14.758328296007512,125.0,0.7913043478260869,3.0,3.0,2.0
Amazon,30657,3,2,1.0,0.9,0.0,1.0,1.0,456,False,1312.64,222.053,7.785833333333334,5,5,19.3012,OK,1141.0,116.0,12.670949194485747,15.05,9.836206896551724,4.960869565217391,5,90.04850248287241,6.750139498688599,10.804615142322374,0.1147002685364076,1.6394803814618581,17.184830035369817,14.772236903741357,16.154599231309525,0.5905114033615846,1.2234473006063644,1.897211769758606,0.9833479404031551,18.595487015308425,184.0,0.9921739130434782,0.0,3.0,2.0
Amazon,30629,4,1,1.3,0.9,0.2,1.0,1.0,42,False,840.48,180.184,5.631944444444445,3,3,19.9579,OK,534.0,97.0,14.669809711755617,20.32,5.505154639175258,2.3217391304347825,3,36.40129016616217,5.219526091949462,9.236869906991762,0.11219285263799,1.159230712866651,18.584062669906317,19.05733294624303,20.682530351968545,0.6975639315928629,0.5974243746723162,1.0585549436182564,1.0,5.9640222215012715,39.0,0.7739130434782608,0.0,4.0,1.0
Hermes,30952,5,1,1.3,1.0,0.0,1.0,1.0,123,False,697.53,139.541,7.355833333333333,2,2,21.928,OK,368.0,153.0,37.755537878390655,15.6,2.4052287581699345,1.6,2,9.746914510536596,23.738540962861403,20.421296505306028,0.13012405793560444,2.844140778822464,6.445214987701487,14.156574986743525,19.49224137582803,0.9853364990589755,2.139669247489994,2.0642963716239846,0.9864130434782609,1.7911835956037268,12.0,0.8,5.0,5.0,1.0
GLS,30827,1,3,1.0,0.9,0.0,1.0,1.0,123,False,936.88,271.371,7.321944444444444,3,3,12.5784,OK,682.0,121.0,10.610683695060029,22.43,5.636363636363637,2.965217391304348,3,64.27484030246947,6.848593028650313,10.258215515585233,0.11709899568380534,1.2694594038941218,17.667862507497556,22.442556825412243,23.52535251787369,0.7564241057383921,0.6672601789552033,1.0209760716747551,0.8856304985337243,5.345887428359694,23.0,0.9884057971014493,4.0,1.0,3.0
DHL,30173,3,3,1.3,0.9,0.2,1.0,1.0,42,False,4805.27,334.418,14.265277777777778,22,22,4.9103,OK,4866.0,84.0,4.775461708125837,3.83,57.92857142857143,21.156521739130437,22,1018.9590656166512,3.483428203601695,7.385230866538768,0.1111949408522628,0.964816658557686,24.11417577464295,3.765165746548456,5.276607277103636,0.5408315493850103,0.5569644945808591,1.123065022405909,0.8793670365803534,83.538526286676,414.0,0.9616600790513834,1.0,3.0,3.0
FedEx,30952,0,1,1.0,0.9,0.0,1.0,1.0,123,False,394.73,99.935,4.628055555555555,1,1,38.6365,OK,152.0,67.0,37.755537878390655,17.01,2.2686567164179103,0.6608695652173913,1,4.025899471743377,23.329884297649553,20.246925699680396,0.2480550525318678,2.964467863855977,2.871853076731724,15.13785821223673,20.792590120624936,0.8949363040773484,2.342080689952863,2.2769473245758958,0.11842105263157894,2.4651728742761287,12.0,0.6608695652173913,3.0,0.0,1.0
DHL,30659,0,2,1.3,1.0,0.2,1.0,1.0,456,False,3546.94,493.291,14.369444444444444,15,15,28.5565,OK,3267.0,127.0,11.3882150903338,7.01,25.724409448818896,14.204347826086957,15,286.87550894371464,5.5471495331276754,9.425315160518704,0.10758844021682795,1.195660071769901,22.894641516612044,7.881627914294962,9.368069965787704,0.6850062010862943,0.6575292680823479,1.3135980494567827,0.8858279767370677,31.13083317641127,173.0,0.9469565217391305,1.0,0.0,2.0
DPD,31319,3,1,1.0,0.9,0.0,1.0,1.0,42,False,678.56,129.94,6.932777777777778,2,2,34.314,OK,355.0,205.0,101.18549289373648,7.08,1.7317073170731707,1.5434782608695652,2,3.508408071627578,58.03283550717322,31.259889888182613,0.13869926039663089,4.1937999612036085,3.532482916066728,6.713632606771009,11.689695005323214,2.743929153008472,2.059007266914478,1.514766159578956,0.819718309859155,1.0959880327792093,7.0,0.7717391304347826,2.0,3.0,1.0
DHL,30989,2,1,0.7,0.9,0.0,1.0,1.0,123,False,1014.68,109.09,5.987222222222222,4,4,37.6471,OK,844.0,220.0,43.13135688268341,5.72,3.8363636363636364,3.6695652173913045,4,19.568130033461877,24.425684184175363,20.478390740516666,0.0903751302796163,2.5404707331754586,9.006912491832312,5.289345343453408,9.982010999698382,1.219577030783108,1.7682425637309556,1.7379684861538351,0.8862559241706162,4.108809322612425,48.0,0.9173913043478261,1.0,2.0,1.0
Amazon,30855,3,1,1.3,1.0,0.2,1.0,1.0,42,False,3711.46,533.052,18.50888888888889,15,15,400.1392,OK,3251.0,250.0,59.063461068415045,9.96,13.004,14.134782608695652,15,55.04249058879678,34.239581920456544,23.249503190686124,0.11931618227993378,3.598517540553719,7.301491022314052,10.170956704514971,15.131636858305189,2.117905013329915,2.082368542593062,1.1236209745286807,0.9849277145493694,17.03067773166999,130.0,0.9423188405797102,0.0,3.0,1.0
Amazon,31535,3,2,1.3,0.9,0.0,1.0,1.0,42,False,4773.63,917.523,38.594166666666666,16,16,391.9808,OK,3530.0,653.0,357.6158854957556,16.13,5.405819295558959,15.347826086956522,16,9.87092616175714,323.66333811032445,72.49518525958965,0.1442462725767416,9.388935463776482,2.017528472061353,14.214312755092116,27.23785462277487,5.1007090832540705,5.489593328154155,1.0375793552825907,0.9980169971671388,5.753946363538871,47.0,0.9592391304347826,0.0,3.0,2.0
DPD,30167,2,2,1.3,0.9,0.2,1.0,1.0,123,False,1837.68,377.083,10.1825,7,7,48.995,OK,1410.0,124.0,5.368928981069905,16.37,11.370967741935484,6.130434782608695,7,262.62221105391103,3.857744348117741,7.662489408749294,0.09169548023188367,1.2204336091767227,32.14313567992179,16.04451495275104,17.239069653263602,0.5986247125104779,0.7795139774933783,1.194886060556617,0.7397163120567376,13.204024155619575,82.0,0.8757763975155279,2.0,2.0,2.0
Hermes,30559,2,3,0.7,0.9,0.2,1.0,1.0,123,False,1445.2,303.546,10.585277777777778,5,5,28.3982,OK,1033.0,185.0,19.484913733542946,14.22,5.583783783783784,4.491304347826087,5,53.015374567540846,10.32479794332812,13.421434600348379,0.10628772550970508,1.8809879186159804,17.918026194357335,13.7470586073202,15.85074935569711,1.3709382981958076,0.6981886400229583,1.6603684470301754,0.968054211035818,7.491599385889234,76.0,0.8982608695652174,5.0,2.0,3.0
