provider,plz,base_day,agg_k,scale,p_keep,noise_sigma,b2c_scale,b2b_scale,seed,is_baseline,actual_cost_eur,actual_distance_km,actual_duration_h,actual_n_routes,n_vehicles_planned,solve_time_s,vroom_status,n_parcels,n_stops,area_km2,hub_dist_km,parcels_per_stop,load_factor,min_vehicles,parcels_per_km2,ch_area_km2,ch_perimeter_km,mean_nn_dist_km,mean_inter_stop_dist_km,stop_density_ch,centroid_hub_dist_km,max_hub_dist_km,coord_std_x,coord_std_y,aspect_ratio,b2c_share,demand_std,max_stop_demand,demand_cap_ratio,provider_idx,day_idx,delivery_frequency
Hermes,30559,3,1,1.3,0.9,0.2,1.0,1.0,456,False,928.42,203.448,7.822777777777778,3,3,37.7811,OK,662.0,152.0,19.484913733542946,14.22,4.355263157894737,2.878260869565217,3,33.97500286903392,10.427412642023064,13.507122142011182,0.12699490233753769,1.8651031911803437,14.576962207041792,13.68397533026215,15.924514410186964,1.3614565100175389,0.6852119626799942,1.6701575740215604,0.9773413897280967,5.502879503086067,44.0,0.9594202898550724,5.0,3.0,1.0
UPS,30890,2,3,0.7,0.9,0.2,1.0,1.0,123,False,1015.54,282.546,9.385833333333334,3,3,31.2655,OK,639.0,190.0,102.53407734275534,22.83,3.363157894736842,2.7782608695652176,3,6.232074414283978,61.10026638133765,29.806476737576446,0.1591002607559805,3.754361830929456,3.10964274384953,24.33179110159927,26.593770511092078,2.1826305122782887,2.2126787446407823,1.1417129979488012,0.2300469483568075,3.984140999184773,27.0,0.9260869565217391,6.0,2.0,3.0
DHL,30161,4,3,1.3,1.0,0.0,1.0,1.0,456,False,5814.43,124.708,7.789444444444444,29,29,4.2065,OK,6547.0,84.0,1.79798433827919,1.04,77.94047619047619,28.465217391304346,29,3641.2997936711645,1.6895205366223942,4.896447133421928,0.08485806018961585,0.7204155957659067,49.71824738391677,0.9790407931600582,1.8270923709513334,0.391011386303817,0.4014561220095399,1.2200604968901545,0.8212921948984268,75.59247745240455,442.0,0.9815592203898051,1.0,4.0,3.0
Amazon,30539,1,2,0.7,1.0,0.0,1.0,1.0,123,False,1210.78,323.636,9.11,4,4,82.2627,OK,911.0,143.0,19.21423828970633,21.37,6.370629370629371,3.9608695652173913,4,47.41275642907225,8.915180708736195,11.788135679642206,0.09916882470099665,1.433681625137586,16.04005624472322,20.045975747591793,22.304105930636965,0.7265032153890596,0.9150755426123821,1.4339670615831395,0.9923161361141603,7.105280535770879,57.0,0.9902173913043478,0.0,1.0,2.0
GLS,30916,4,3,1.3,1.0,0.2,1.0,1.0,42,False,2034.8,445.047,14.921944444444444,7,7,54.7513,OK,1401.0,254.0,59.876286869182046,19.31,5.515748031496063,6.091304347826087,7,23.398244501381832,39.3384436714714,24.53355056676502,0.12364400851801366,3.9230628388385953,6.456788227852622,18.76462585051054,22.380225999272866,2.595380842535643,1.773667882337659,1.4000109385139177,0.9022127052105638,9.584977790459323,118.0,0.8701863354037267,4.0,4.0,3.0
Amazon,30161,5,3,1.0,0.9,0.2,1.0,1.0,123,False,2491.96,366.047,12.713611111111112,10,10,32.5788,OK,2073.0,77.0,1.79798433827919,12.74,26.92207792207792,9.013043478260869,10,1152.957762682194,1.602595134374733,4.727691001317631,0.08698668320719218,0.7166952895268021,48.047069623758865,12.64468220054405,13.496854096091257,0.4057920223699133,0.3813130938818579,1.1573601955365138,0.9691268692715871,27.1268143728655,124.0,0.9013043478260869,0.0,5.0,3.0
FedEx,30890,3,3,1.0,1.0,0.2,1.0,1.0,42,False,987.57,278.833,8.649444444444445,3,3,32.7098,OK,581.0,137.0,102.53407734275534,20.22,4.240875912408759,2.526086956521739,3,5.666408817995291,59.87895415598764,29.800888078880412,0.19618898708640917,3.403759236393024,2.2879491121890374,21.941240013524343,23.836049863566316,1.9375255693077589,2.111923720266113,1.144797627577608,0.11703958691910499,5.750944762048677,49.0,0.8420289855072464,3.0,3.0,3.0
Hermes,30179,2,3,1.3,1.0,0.0,1.0,1.0,42,False,1201.15,105.338,5.953055555555555,5,5,16.3536,OK,1042.0,85.0,8.305970462175056,5.02,12.258823529411766,4.530434782608696,5,125.45192698977345,4.999851620208237,8.881219837709828,0.12308026163100029,1.1813542824307257,17.0005045062637,5.655315768065145,6.824650263758511,0.8385288517861034,0.468969098647824,1.631077016932996,0.9625719769673704,15.00756902458495,94.0,0.9060869565217391,5.0,2.0,3.0
GLS,30966,0,1,1.3,0.9,0.2,1.0,1.0,123,False,573.53,85.274,4.4991666666666665,2,2,13.3491,OK,323.0,128.0,31.832385676522556,6.33,2.5234375,1.4043478260869566,2,10.146898924959409,18.25971940996099,16.54241087655636,0.12822511392311667,2.395658701830664,7.009965330035346,6.309053048780687,8.366325419936244,1.0889176905248172,1.6114060793890876,1.250367423900911,0.9442724458204335,2.0385535763363567,11.0,0.7021739130434783,4.0,0.0,1.0
Hermes,30455,1,2,0.7,0.9,0.2,1.0,1.0,456,False,585.66,91.757,4.766111111111111,2,2,28.7947,OK,446.0,126.0,6.967819653017212,9.92,3.5396825396825395,1.9391304347826086,2,64.00854531400977,4.180926906215628,7.8564452883479206,0.09410947134311642,1.1313226426743128,30.136857884953812,9.730144306032704,10.943411936410886,0.510294471722972,0.730894433706508,1.387022944251921,0.9596412556053812,3.5313803984088956,22.0,0.9695652173913043,5.0,1.0,2.0
GLS,30539,3,2,1.0,1.0,0.2,1.0,1.0,456,False,752.18,78.073,4.285555555555556,3,3,15.8168,OK,470.0,123.0,19.21423828970633,5.29,3.821138211382114,2.0434782608695654,3,24.461026917304014,6.485471756550514,10.03651905127702,0.10599415928781318,1.2748224317080052,18.965466910832884,6.313277397338063,7.917012914410367,0.6951598042341854,0.7596382710687943,1.0114650090760149,0.8574468085106383,3.938619543409452,25.0,0.6811594202898551,4.0,3.0,2.0
DPD,31303,1,2,1.3,1.0,0.2,1.0,1.0,42,False,1661.67,243.721,11.992222222222223,6,6,62.4099,OK,1261.0,326.0,112.90680951768702,10.77,3.8680981595092025,5.482608695652174,6,11.168502638474276,53.461519049180104,30.017226724860574,0.1179259985797787,3.7997308140286203,6.0978439407998755,9.597650238166349,17.775765279488173,1.2144100307614087,2.9218004913603317,1.5024906581598294,0.8247422680412371,3.9573369852597327,28.0,0.913768115942029,2.0,1.0,2.0
UPS,30938,3,2,0.7,1.0,0.2,1.0,1.0,42,False,1203.53,280.68,9.374166666666667,4,4,56.0232,OK,898.0,147.0,153.22446344831192,13.43,6.108843537414966,3.9043478260869566,4,5.860682947034286,80.08805747587529,34.3816531122079,0.21429189406580954,3.3488103648779077,1.8354796536834523,10.501601030202083,19.01280801801622,2.2206236180696703,1.9872663147598835,1.4576505273394589,0.1759465478841871,36.970870911320254,448.0,0.9760869565217392,6.0,3.0,2.0
FedEx,30167,5,2,0.7,1.0,0.2,1.0,1.0,123,False,1058.13,144.203,6.8133333333333335,4,4,40.8069,OK,766.0,112.0,5.368928981069905,8.96,6.839285714285714,3.3304347826086955,4,142.67277565056443,4.756685799282839,8.213556674231153,0.09720951829010996,1.1756525829609743,23.5458057828596,9.296050626835507,10.353967983855373,0.6084796363344293,0.720482638544698,1.0365754509642469,0.12663185378590078,9.369930602186757,63.0,0.8326086956521739,3.0,5.0,2.0
UPS,30826,3,3,1.0,0.9,0.0,1.0,1.0,42,False,796.82,133.742,4.9225,3,3,3.727,OK,490.0,58.0,56.38950461206911,11.69,8.448275862068966,2.130434782608696,3,8.689560289116722,24.60751895670445,21.47141439899084,0.2314140856820141,3.16979035900747,2.3570031624093333,11.967070014371842,16.260838111592797,2.159722198815564,1.3378144561005119,1.6274231900829803,0.18979591836734694,22.01188739482648,136.0,0.7101449275362319,6.0,3.0,3.0
Hermes,30167,2,1,0.7,0.9,0.0,1.0,1.0,456,False,546.4,75.125,3.8555555555555556,2,2,11.4274,OK,362.0,102.0,5.368928981069905,7.27,3.549019607843137,1.5739130434782609,2,67.42499319256439,3.991624563114637,7.832197847088857,0.09250334002466289,1.242300088827833,25.553505443009428,7.621316519260513,8.70910672046772,0.586208531685698,0.8099414699234483,1.1618253833796515,0.9502762430939227,3.6397248629596857,20.0,0.7869565217391304,5.0,2.0,1.0
DHL,30851,1,2,1.3,1.0,0.2,1.0,1.0,456,False,3301.16,210.185,10.608888888888888,15,15,8.641,OK,3343.0,97.0,4.12190647126244,5.02,34.4639175257732,14.534782608695652,15,811.0324732759209,3.4771743960773773,7.525979608078709,0.11372445320997773,1.0369408457796438,27.89621369276914,5.080015618459179,5.883924622739675,0.6799950645524134,0.462999753502158,1.6175987213395362,0.8953036195034401,40.2981317148145,262.0,0.9689855072463768,1.0,1.0,2.0
Amazon,30419,4,1,0.7,1.0,0.0,1.0,1.0,456,False,1088.38,137.885,7.7225,4,4,58.5607,OK,743.0,223.0,23.77191867081394,6.74,3.3318385650224216,3.2304347826086954,4,31.255365218467663,22.16185774177159,18.28851355526478,0.11347486728131721,2.4246287345260673,10.062333338584713,7.469858974267173,10.076477444704407,1.5768460144027763,1.1823499170905747,1.5233163419223816,0.9959623149394348,3.9215650452889372,34.0,0.8076086956521739,0.0,4.0,1.0
DPD,31303,5,3,0.7,0.9,0.0,1.0,1.0,456,False,1206.89,194.329,10.402777777777779,4,4,87.5942,OK,699.0,309.0,112.90680951768702,10.77,2.262135922330097,3.0391304347826087,4,6.190946347576145,50.22488001214428,29.582365033183176,0.11392794483973429,3.597897930937308,6.152329282325501,9.613784414026703,16.959005512362502,1.2090663337352696,2.951553548258559,1.4575937321870223,0.8569384835479256,2.204560579167856,15.0,0.7597826086956522,2.0,5.0,3.0
DPD,30657,0,1,1.3,0.9,0.0,1.0,1.0,456,False,543.86,95.213,3.567222222222222,2,2,8.5641,OK,391.0,84.0,12.670949194485747,12.26,4.654761904761905,1.7,2,30.857988142684587,6.186011508149325,10.548315953748531,0.13306478294433424,1.5858253261789432,13.579024204746487,11.989555288914195,13.016131187232661,0.5595436914789215,1.1898374969695094,1.8548415637301339,0.6649616368286445,12.156219305378361,112.0,0.85,2.0,0.0,1.0
UPS,30938,4,1,0.7,0.9,0.0,1.0,1.0,123,False,682.14,147.845,6.838333333333333,2,1,21.3298,OK,196.0,106.0,153.22446344831192,13.43,1.849056603773585,0.8521739130434782,1,1.2791691064796438,60.76082126728973,29.987884174639962,0.2631800719266338,3.349745506350636,1.7445452149782668,10.436229877708477,15.936630097663476,2.1880017254883897,1.9711536164021175,1.1910928583812164,0.1836734693877551,2.394145582930936,20.0,0.8521739130434782,6.0,4.0,1.0
DHL,30161,0,3,1.0,1.0,0.2,1.0,1.0,456,False,5638.39,129.445,8.103333333333333,28,28,14.3264,OK,6372.0,84.0,1.79798433827919,1.04,75.85714285714286,27.704347826086956,28,3543.96857878,1.6093789988077756,4.791586955394075,0.08089434681840213,0.7163380453733341,52.194045070941655,0.9747805998198541,1.8270923709513334,0.38890466800972767,0.39853872724220535,1.171595528354624,0.8256434400502197,74.61426884749497,463.0,0.9894409937888199,1.0,0.0,3.0
DPD,31311,2,3,1.0,0.9,0.0,1.0,1.0,42,False,1297.17,284.258,11.936666666666667,4,4,252.5399,OK,821.0,271.0,139.34872865781722,17.19,3.029520295202952,3.5695652173913044,4,5.891693508134086,88.69608529554348,38.934834857900185,0.13062370478352564,6.029901585349129,3.05537723674053,16.544702802912155,23.268850011273255,3.9425711762150453,2.963321776174337,1.348967091376722,0.9123020706455542,2.579913781589767,19.0,0.8923913043478261,2.0,2.0,3.0
Amazon,30177,2,3,0.7,0.9,0.2,1.0,1.0,456,False,1530.06,257.04,8.191666666666666,6,6,8.6667,OK,1225.0,68.0,3.576189607493106,13.99,18.014705882352942,5.326086956521739,6,342.54335884017064,1.5798898126230578,5.1331890408877605,0.09444700050579478,0.8197436310281276,43.04097631157013,13.829151324842691,14.572745304667098,0.5054856395992126,0.41274285614466516,1.1916997625257784,0.9787755102040816,58.818887684509185,491.0,0.8876811594202898,0.0,2.0,3.0
DHL,30659,4,1,1.3,0.9,0.0,1.0,1.0,123,False,1478.5,212.422,7.243333333333333,6,6,17.808,OK,1339.0,114.0,11.3882150903338,7.01,11.74561403508772,5.821739130434783,6,117.57768793254787,6.307787852009196,10.03998582736319,0.12551695118013778,1.2474533764595672,18.07289697666164,7.910955563383004,9.368069965787704,0.706839230502636,0.6929032768910008,1.3571097667007719,0.8752800597460791,14.975893731060378,86.0,0.9702898550724638,1.0,4.0,1.0
DPD,30453,5,2,0.7,0.9,0.0,1.0,1.0,42,False,612.91,148.513,4.908055555555555,2,2,12.117,OK,311.0,102.0,9.157258958740023,18.23,3.049019607843137,1.3521739130434782,2,33.96212790325976,10.442671017555938,13.862511007983535,0.1302186450422152,1.9366576766977486,9.767615950796529,18.683315767748518,20.290821994830456,1.089086854599097,1.234916813241499,1.0231985373453965,0.819935691318328,3.1912178847347334,20.0,0.6760869565217391,2.0,5.0,2.0
FedEx,30989,3,3,1.0,0.9,0.2,1.0,1.0,456,False,648.31,151.672,5.857222222222222,2,2,43.2868,OK,389.0,90.0,43.13135688268341,16.61,4.322222222222222,1.691304347826087,2,9.018960406417856,19.95213733058348,19.329490677904488,0.13311616757468903,1.6445799864187698,4.510794934337396,17.2430328034149,20.092918368403268,0.9202660888435683,1.1653497716493586,1.6307510193316632,0.11568123393316196,5.687857979508783,26.0,0.8456521739130435,3.0,3.0,3.0
GLS,30659,3,1,1.3,1.0,0.0,1.0,1.0,456,False,569.11,106.542,4.146111111111111,2,2,33.5106,OK,273.0,84.0,11.3882150903338,14.84,3.25,1.1869565217391305,2,23.97214996683015,5.517248474731354,10.315770982934886,0.13363702916523074,1.2068656521071426,15.224980419989175,14.782183727329151,16.168429340125908,0.7123628529955557,0.6490085243384688,1.699266378966653,0.8937728937728938,3.608439182435161,21.0,0.5934782608695652,4.0,3.0,1.0
DPD,30655,0,3,0.7,0.9,0.2,1.0,1.0,42,False,761.07,111.879,4.166388888888889,3,3,14.8689,OK,568.0,113.0,4.462508901721823,10.23,5.0265486725663715,2.4695652173913043,3,127.2826592639046,4.111654304454486,8.445252580824738,0.09552316942026128,1.3205636454325147,27.482855228752573,10.19733864715098,11.7709206947676,0.9997423810287124,0.39330834665715014,1.9033765443073145,0.8186619718309859,7.741921484058727,67.0,0.8231884057971014,2.0,0.0,3.0
Hermes,30938,5,3,0.7,0.9,0.2,1.0,1.0,123,False,1335.06,333.834,12.451666666666666,4,4,51.5715,OK,812.0,269.0,153.22446344831192,16.57,3.0185873605947955,3.5304347826086957,4,5.299414869701382,69.22068257520753,31.72008604699966,0.12379814306763103,4.197113087419069,3.8861217484779114,14.581716286418098,19.185619219318514,2.3973783747077992,2.589084926332808,1.023524622280269,0.9876847290640394,2.7109217785115596,17.0,0.8826086956521739,5.0,5.0,3.0
DHL,31275,5,2,1.3,1.0,0.2,1.0,1.0,42,False,6874.39,532.242,22.309722222222224,31,31,225.7401,OK,6943.0,537.0,129.47251256919432,2.93,12.929236499068901,30.18695652173913,31,53.625282017211454,109.36173939109452,42.53372365089081,0.11823286309568176,6.357302438522068,4.910309610928963,2.877411904311068,11.475838525262068,5.077689617243701,1.9488269944165693,1.5112308447388991,0.9088290364395795,16.31186467612531,150.0,0.973772791023843,1.0,5.0,2.0
FedEx,30419,1,2,1.0,0.9,0.2,1.0,1.0,456,False,809.23,118.841,5.4286111111111115,3,3,14.2902,OK,658.0,93.0,23.77191867081394,5.53,7.075268817204301,2.860869565217391,3,27.67971778432264,20.361838353685414,17.470806575541733,0.18913014309917958,2.321821614680788,4.567367562033875,5.879776310378427,7.896009522592474,1.501595366857265,1.117198140992476,1.417028552409391,0.11854103343465046,8.30887148521656,36.0,0.9536231884057971,3.0,1.0,2.0
UPS,30974,1,2,0.7,1.0,0.0,1.0,1.0,42,False,674.08,185.266,6.2091666666666665,2,2,14.5433,OK,288.0,103.0,53.82702268136371,24.68,2.796116504854369,1.2521739130434784,2,5.350472414290024,20.258615256649417,19.71651807162395,0.12075248615104078,2.5740344473746335,5.084256682657156,23.29874688707844,25.532705510024094,2.0138751513312303,0.9516762576162283,1.9167871719552603,0.2465277777777778,4.279912945537335,36.0,0.6260869565217392,6.0,1.0,2.0
DHL,30900,0,1,0.7,0.9,0.0,1.0,1.0,42,False,1956.5,247.68,14.885,7,7,223.5163,OK,1513.0,460.0,173.55971997363926,4.94,3.2891304347826087,6.578260869565217,7,8.717460481209573,132.86471137788436,43.92662732646355,0.13390248037088337,5.324038420039561,3.462168360805005,3.3876748325766233,11.164980134269534,3.2424021934691933,2.9488439425709774,1.1062256366971965,0.8849966953073364,3.089444037565277,20.0,0.9397515527950311,1.0,0.0,1.0
Amazon,30163,3,1,0.7,0.9,0.0,1.0,1.0,42,False,765.42,117.316,4.2283333333333335,3,3,25.9838,OK,574.0,83.0,2.603733329707664,12.41,6.9156626506024095,2.4956521739130433,3,220.45268363348342,1.8808341618881534,5.274180530817573,0.09212421759516852,0.7723833642537453,44.12935583681498,12.303790020058761,13.127414896483087,0.37990590346601305,0.4782686414596802,1.2739749734134111,0.9738675958188153,6.27138235232767,27.0,0.8318840579710145,0.0,3.0,1.0
GLS,31319,4,2,0.7,0.9,0.0,1.0,1.0,456,False,682.23,135.188,6.978055555555556,2,2,66.3902,OK,342.0,232.0,101.18549289373648,11.04,1.4741379310344827,1.4869565217391305,2,3.37993115632854,58.91250511404623,30.69483406224521,0.12737509247537065,4.205963651041549,3.9380433670386448,10.417492870663706,16.447695212413585,2.730266255246012,2.0712599303818533,1.4368499349438253,0.9502923976608187,0.9778689611154251,7.0,0.7434782608695653,4.0,4.0,2.0
Hermes,30519,3,1,1.3,1.0,0.0,1.0,1.0,123,False,1175.31,226.37,9.178611111111111,4,4,37.4417,OK,710.0,164.0,13.714884737746763,13.8,4.329268292682927,3.0869565217391304,4,51.76857214453316,6.689319192537241,9.845966370239406,0.0991904980732881,1.4415883885686738,24.516695239025548,13.52975722156867,15.030405624304219,0.9028102708885196,0.6884150546605625,1.2745241640199694,0.9661971830985916,6.051717913824706,65.0,0.7717391304347826,5.0,3.0,1.0
GLS,31275,5,3,1.3,1.0,0.0,1.0,1.0,123,False,2594.9,556.728,18.761666666666667,9,9,136.214,OK,1898.0,420.0,129.47251256919432,17.38,4.519047619047619,8.252173913043478,9,14.659482250996303,91.39096473834668,40.245560446764635,0.11820280642285727,6.590651643489585,4.595640293353555,16.74318514185552,23.85803101789266,5.020125008805508,1.8918253145865933,1.7170876500351206,0.934141201264489,5.16463422828937,47.0,0.9169082125603865,4.0,5.0,3.0
DPD,30165,0,1,1.3,1.0,0.2,1.0,1.0,123,False,541.73,108.401,3.3652777777777776,2,2,41.3104,OK,407.0,74.0,4.951012974183712,15.88,5.5,1.7695652173913043,2,82.2053996065529,3.930576357340163,8.600959494903575,0.12703450363165142,1.0033827888078812,18.826755486331805,15.438808637654205,17.138767337601468,0.5582456327383126,0.6347715654209495,1.4590534961653008,0.7764127764127764,11.207200870482842,84.0,0.8847826086956522,2.0,0.0,1.0
DHL,30627,0,1,0.7,0.9,0.0,1.0,1.0,42,False,717.66,61.691,3.504166666666667,3,3,6.7152,OK,504.0,74.0,3.3903855235675273,4.61,6.8108108108108105,2.1913043478260867,3,148.655660690076,2.431235864051855,6.361808939696185,0.10128565368740862,0.9933030846657075,30.437194964980854,5.025288294003805,6.1401674472451075,0.6083703433570264,0.5118395789481098,1.0562418001189693,0.876984126984127,6.721638465947879,38.0,0.7304347826086957,1.0,0.0,1.0
DPD,30161,0,2,1.3,1.0,0.2,1.0,1.0,123,False,1254.74,206.944,6.341388888888889,5,5,6.7288,OK,1060.0,81.0,1.79798433827919,14.05,13.08641975308642,4.608695652173913,5,589.5490730550533,1.6875185619119895,4.9232712772402545,0.09442844216841167,0.7224892662965855,47.999472022533205,14.050644331454755,14.677560924317465,0.39600594347632645,0.39934302395744387,1.164993677566597,0.6990566037735849,13.403700917766823,71.0,0.9217391304347826,2.0,0.0,2.0
Hermes,31275,2,2,0.7,1.0,0.0,1.0,1.0,42,False,1967.56,477.914,17.951944444444443,6,6,163.551,OK,1293.0,453.0,129.47251256919432,23.26,2.8543046357615895,5.621739130434783,6,9.986675737902118,93.97305621559337,40.445961515533355,0.11025434796278921,6.520987692856675,4.8205306738212865,23.338684287646323,31.826139620815805,5.099601161334773,1.919381328067416,1.7239110569563145,0.9860788863109049,3.2314623655211943,33.0,0.9369565217391305,5.0,2.0,2.0
Amazon,30629,1,3,0.7,1.0,0.0,1.0,1.0,123,False,1359.29,290.688,8.338055555555556,5,5,13.6017,OK,1105.0,121.0,14.669809711755617,20.32,9.132231404958677,4.804347826086956,5,75.32476710413707,5.058132854854738,9.11090579100419,0.10337471303818005,1.105095872385346,23.921870672864117,19.097424262231588,20.696052670419217,0.6644230652367603,0.5719546377514003,1.0971210631059267,0.9945701357466064,9.59936477647042,57.0,0.9608695652173913,0.0,1.0,3.0
Amazon,31515,2,2,0.7,1.0,0.0,1.0,1.0,456,False,2846.02,440.295,21.744722222222222,10,10,254.3762,OK,2293.0,495.0,125.18180774883541,12.09,4.632323232323232,9.969565217391304,10,18.317358098875452,74.11862033713841,32.319589501528206,0.11196882345746426,4.394756387393228,6.678483729843143,10.177519039625324,15.82225267322236,2.642148430115325,2.2613664899213495,1.04227012863608,0.9986916703009159,4.594920961561321,29.0,0.9969565217391304,0.0,2.0,2.0
Amazon,31303,5,2,0.7,1.0,0.0,1.0,1.0,123,False,1972.16,548.594,17.314166666666665,6,6,111.6776,OK,1155.0,398.0,112.90680951768702,30.88,2.9020100502512562,5.021739130434782,6,10.229675295351141,53.40947888310814,30.13154958078927,0.10377180644732055,3.9411056563537987,7.451860761852065,30.00800411414805,33.75477426560068,1.2221016790160264,3.010285196688978,1.5280335883227332,1.0,2.826284735643981,25.0,0.8369565217391305,0.0,5.0,2.0
